Gender,LearningStyle,Extracurricular,Internet,OnlineCourses,EduTech,Resources,FinalGrade,Age,StudyHours,Attendance,Motivation,Discussions,AssignmentCompletion,ExamScore,StressLevel,StudyHours_Category,Attendance_Category,StressLevel_Category,AssignmentCompletion_Category,StudyEfficiency,StudyStressBalance,EngagementScore,DigitalReadiness,DigitalReadiness_Label,RiskScore,RiskLevel
0,3,0,1,10,1,1,0,23,24,82,1,0,92,86,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Excellent (>90%),3.68,8.0,69.6,2,Siap Digital,0.4618,Perhatian
0,2,0,1,1,0,1,3,21,24,82,1,0,55,42,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.2,8.0,54.8,1,Sebagian,0.6838,Kritis
0,0,0,1,4,1,1,3,25,24,82,1,1,76,42,0,Tinggi (20-30 jam),Baik (75-90%),,Cukup Baik (75-90%),3.04,24.0,63.4,2,Siap Digital,0.4078,Perhatian
0,1,0,1,2,1,1,3,27,24,82,1,1,59,40,1,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.36,12.0,56.6,2,Siap Digital,0.5848,Perhatian
1,3,1,1,13,0,1,2,27,35,65,2,1,95,59,1,Sangat Tinggi (>30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),2.6389,17.5,64.2,1,Sebagian,0.3468,Perhatian
1,1,1,1,9,0,1,0,25,35,65,2,1,94,98,2,Sangat Tinggi (>30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),2.6111,11.6667,63.8,1,Sebagian,0.4278,Perhatian
1,1,0,1,18,1,0,3,23,19,80,1,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.7091,Kritis
1,3,0,1,14,1,0,0,23,19,80,1,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.6251,Kritis
1,1,1,1,18,1,1,3,23,19,80,1,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.7091,Kritis
1,3,1,1,14,1,1,0,23,19,80,1,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.6251,Kritis
1,1,0,1,18,1,0,3,23,19,80,2,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.6091,Kritis
1,3,0,1,14,1,0,0,23,19,80,2,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.5251,Perhatian
1,1,0,1,18,1,0,3,23,19,80,0,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.8091,Kritis
1,3,0,1,14,1,0,0,23,19,80,0,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.7251,Kritis
1,1,1,1,18,1,1,3,23,19,80,0,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.8091,Kritis
1,3,1,1,14,1,1,0,23,19,80,0,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.7251,Kritis
1,1,1,1,18,1,2,3,23,19,80,1,0,55,49,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.75,6.3333,54.0,2,Siap Digital,0.7091,Kritis
1,3,1,1,14,1,2,0,23,19,80,1,1,69,91,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.45,6.3333,59.8,2,Siap Digital,0.6251,Kritis
1,2,1,1,10,1,1,2,25,27,67,1,1,77,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),2.75,9.0,57.8,2,Siap Digital,0.6378,Kritis
1,3,1,1,17,0,1,0,23,27,67,1,1,80,85,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),2.8571,27.0,59.0,1,Sebagian,0.4698,Perhatian
1,2,1,1,5,1,1,1,27,27,67,1,0,95,83,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),3.3929,9.0,64.8,2,Siap Digital,0.5298,Perhatian
1,2,0,1,10,1,1,2,25,27,67,1,1,77,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),2.75,9.0,57.8,2,Siap Digital,0.6378,Kritis
1,3,0,1,17,0,1,0,23,27,67,1,1,80,85,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),2.8571,27.0,59.0,1,Sebagian,0.4698,Perhatian
1,2,0,1,5,1,1,1,27,27,67,1,0,95,83,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),3.3929,9.0,64.8,2,Siap Digital,0.5298,Perhatian
1,2,0,1,7,1,2,3,28,16,65,0,1,58,46,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),3.4118,8.0,49.4,2,Siap Digital,0.8175,Kritis
1,1,0,1,9,0,2,0,19,16,65,0,1,92,91,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),5.4118,8.0,63.0,1,Sebagian,0.6135,Kritis
1,0,0,1,1,1,2,0,26,16,65,0,0,83,94,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.8824,5.3333,59.2,2,Siap Digital,0.7425,Kritis
1,3,0,1,2,0,2,2,24,16,65,0,1,62,65,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),3.6471,5.3333,51.0,1,Sebagian,0.8685,Kritis
1,2,0,1,7,1,0,3,28,16,65,1,1,58,46,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),3.4118,8.0,49.4,2,Siap Digital,0.7175,Kritis
1,1,0,1,9,0,0,0,19,16,65,1,1,92,91,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),5.4118,8.0,63.0,1,Sebagian,0.5135,Perhatian
1,0,0,1,1,1,0,0,26,16,65,1,0,83,94,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.8824,5.3333,59.2,2,Siap Digital,0.6425,Kritis
1,3,0,1,2,0,0,2,24,16,65,1,1,62,65,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),3.6471,5.3333,51.0,1,Sebagian,0.7685,Kritis
1,2,0,1,7,1,1,3,28,16,65,1,1,58,46,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),3.4118,8.0,49.4,2,Siap Digital,0.7175,Kritis
1,1,0,1,9,0,1,0,19,16,65,1,1,92,91,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),5.4118,8.0,63.0,1,Sebagian,0.5135,Perhatian
1,0,0,1,1,1,1,0,26,16,65,1,0,83,94,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.8824,5.3333,59.2,2,Siap Digital,0.6425,Kritis
1,3,0,1,2,0,1,2,24,16,65,1,1,62,65,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),3.6471,5.3333,51.0,1,Sebagian,0.7685,Kritis
0,2,1,1,13,1,1,2,20,31,76,1,0,53,55,1,Sangat Tinggi (>30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),1.6562,15.5,51.6,2,Siap Digital,0.6403,Kritis
0,1,0,1,12,0,2,1,18,24,96,1,0,82,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.28,12.0,71.2,1,Sebagian,0.3593,Perhatian
0,1,1,0,12,0,1,1,18,24,96,0,0,82,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.28,12.0,71.2,0,Tidak Siap,0.4593,Perhatian
0,1,0,1,12,0,2,1,18,24,96,0,0,82,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.28,12.0,71.2,1,Sebagian,0.4593,Perhatian
0,1,0,1,12,0,1,1,18,24,96,1,0,82,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.28,12.0,71.2,1,Sebagian,0.3593,Perhatian
0,1,1,1,12,0,2,1,18,24,96,1,0,82,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.28,12.0,71.2,1,Sebagian,0.3593,Perhatian
0,0,1,1,1,1,1,0,29,19,67,1,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.5594,Perhatian
0,0,1,1,1,1,1,0,29,19,67,2,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.4594,Perhatian
0,0,0,1,1,1,0,0,29,19,67,2,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.4594,Perhatian
0,0,0,1,1,1,1,0,29,19,67,1,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.5594,Perhatian
0,0,0,1,1,1,1,0,29,19,67,0,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.6594,Kritis
0,0,1,1,1,1,1,0,29,19,67,0,1,81,94,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),4.05,9.5,59.4,2,Siap Digital,0.6594,Kritis
0,1,1,0,8,1,1,0,29,21,71,0,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,1,Sebagian,0.6322,Kritis
0,0,1,0,6,1,1,2,24,21,71,0,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,1,Sebagian,0.5722,Perhatian
0,1,1,1,8,1,1,0,29,21,71,0,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,2,Siap Digital,0.6322,Kritis
0,0,1,1,6,1,1,2,24,21,71,0,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,2,Siap Digital,0.5722,Perhatian
0,1,1,1,8,1,1,0,29,21,71,1,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,2,Siap Digital,0.5322,Perhatian
0,0,1,1,6,1,1,2,24,21,71,1,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,2,Siap Digital,0.4722,Perhatian
0,1,0,1,8,1,0,0,29,21,71,2,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,2,Siap Digital,0.4322,Perhatian
0,0,0,1,6,1,0,2,24,21,71,2,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,2,Siap Digital,0.3722,Perhatian
0,1,0,1,8,1,1,0,29,21,71,0,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,2,Siap Digital,0.6322,Kritis
0,0,0,1,6,1,1,2,24,21,71,0,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,2,Siap Digital,0.5722,Perhatian
0,1,1,1,8,1,2,0,29,21,71,1,0,68,96,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),3.0909,21.0,55.6,2,Siap Digital,0.5322,Perhatian
0,0,1,1,6,1,2,2,24,21,71,1,1,78,56,0,Tinggi (20-30 jam),Rendah (60-75%),,Cukup Baik (75-90%),3.5455,21.0,59.8,2,Siap Digital,0.4722,Perhatian
1,1,1,1,4,0,2,1,18,12,94,1,0,87,81,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.6923,4.0,72.4,1,Sebagian,0.4476,Perhatian
1,0,1,1,4,1,2,0,26,12,94,1,0,84,90,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.4615,4.0,71.2,2,Siap Digital,0.4656,Perhatian
1,1,0,1,4,0,2,1,18,12,94,2,0,87,81,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.6923,4.0,72.4,1,Sebagian,0.3476,Perhatian
1,0,0,1,4,1,2,0,26,12,94,2,0,84,90,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.4615,4.0,71.2,2,Siap Digital,0.3656,Perhatian
1,1,1,1,4,0,0,1,18,12,94,1,0,87,81,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.6923,4.0,72.4,1,Sebagian,0.4476,Perhatian
1,0,1,1,4,1,0,0,26,12,94,1,0,84,90,2,Sedang (10-20 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),6.4615,4.0,71.2,2,Siap Digital,0.4656,Perhatian
0,1,1,1,9,1,0,0,27,22,61,0,1,91,99,0,Tinggi (20-30 jam),Rendah (60-75%),,Excellent (>90%),3.9565,22.0,61.0,2,Siap Digital,0.5542,Perhatian
0,3,1,1,8,0,0,0,24,22,61,0,1,78,85,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3913,7.3333,55.8,1,Sebagian,0.7822,Kritis
0,3,1,1,6,1,0,0,24,22,61,0,1,97,90,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),4.2174,7.3333,63.4,2,Siap Digital,0.6682,Kritis
0,0,1,1,4,0,0,1,27,22,61,0,1,63,74,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.7391,7.3333,49.8,1,Sebagian,0.8722,Kritis
0,1,1,1,14,1,0,1,27,22,61,0,0,84,71,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.6522,7.3333,58.0,2,Siap Digital,0.7462,Kritis
0,1,1,1,9,1,2,0,27,22,61,1,1,91,99,0,Tinggi (20-30 jam),Rendah (60-75%),,Excellent (>90%),3.9565,22.0,61.0,2,Siap Digital,0.4542,Perhatian
0,3,1,1,8,0,2,0,24,22,61,1,1,78,85,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3913,7.3333,55.8,1,Sebagian,0.6822,Kritis
0,3,1,1,6,1,2,0,24,22,61,1,1,97,90,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),4.2174,7.3333,63.4,2,Siap Digital,0.5682,Perhatian
0,0,1,1,4,0,2,1,27,22,61,1,1,63,74,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.7391,7.3333,49.8,1,Sebagian,0.7722,Kritis
0,1,1,1,14,1,2,1,27,22,61,1,0,84,71,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.6522,7.3333,58.0,2,Siap Digital,0.6462,Kritis
0,1,1,1,9,1,1,0,27,22,61,0,1,91,99,0,Tinggi (20-30 jam),Rendah (60-75%),,Excellent (>90%),3.9565,22.0,61.0,2,Siap Digital,0.5542,Perhatian
0,3,1,1,8,0,1,0,24,22,61,0,1,78,85,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3913,7.3333,55.8,1,Sebagian,0.7822,Kritis
0,3,1,1,6,1,1,0,24,22,61,0,1,97,90,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),4.2174,7.3333,63.4,2,Siap Digital,0.6682,Kritis
0,0,1,1,4,0,1,1,27,22,61,0,1,63,74,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.7391,7.3333,49.8,1,Sebagian,0.8722,Kritis
0,1,1,1,14,1,1,1,27,22,61,0,0,84,71,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.6522,7.3333,58.0,2,Siap Digital,0.7462,Kritis
0,1,0,1,9,1,1,0,27,22,61,0,1,91,99,0,Tinggi (20-30 jam),Rendah (60-75%),,Excellent (>90%),3.9565,22.0,61.0,2,Siap Digital,0.5542,Perhatian
0,3,0,1,8,0,1,0,24,22,61,0,1,78,85,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3913,7.3333,55.8,1,Sebagian,0.7822,Kritis
0,3,0,1,6,1,1,0,24,22,61,0,1,97,90,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),4.2174,7.3333,63.4,2,Siap Digital,0.6682,Kritis
0,0,0,1,4,0,1,1,27,22,61,0,1,63,74,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.7391,7.3333,49.8,1,Sebagian,0.8722,Kritis
0,1,0,1,14,1,1,1,27,22,61,0,0,84,71,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.6522,7.3333,58.0,2,Siap Digital,0.7462,Kritis
0,1,0,1,9,1,0,0,27,22,61,2,1,91,99,0,Tinggi (20-30 jam),Rendah (60-75%),,Excellent (>90%),3.9565,22.0,61.0,2,Siap Digital,0.3542,Perhatian
0,3,0,1,8,0,0,0,24,22,61,2,1,78,85,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3913,7.3333,55.8,1,Sebagian,0.5822,Perhatian
0,3,0,1,6,1,0,0,24,22,61,2,1,97,90,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),4.2174,7.3333,63.4,2,Siap Digital,0.4682,Perhatian
0,0,0,1,4,0,0,1,27,22,61,2,1,63,74,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.7391,7.3333,49.8,1,Sebagian,0.6722,Kritis
0,1,0,1,14,1,0,1,27,22,61,2,0,84,71,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.6522,7.3333,58.0,2,Siap Digital,0.5462,Perhatian
1,2,0,1,12,1,1,3,27,24,63,0,0,69,43,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.76,8.0,52.8,2,Siap Digital,0.8185,Kritis
1,1,0,1,4,1,1,0,27,24,63,0,1,52,95,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.08,12.0,46.2,2,Siap Digital,0.8455,Kritis
1,3,0,1,18,1,1,2,22,24,63,0,1,63,55,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.52,8.0,50.6,2,Siap Digital,0.8545,Kritis
1,2,1,1,12,1,1,3,27,24,63,1,0,69,43,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.76,8.0,52.8,2,Siap Digital,0.7185,Kritis
1,1,1,1,4,1,1,0,27,24,63,1,1,52,95,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.08,12.0,46.2,2,Siap Digital,0.7455,Kritis
1,3,1,1,18,1,1,2,22,24,63,1,1,63,55,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.52,8.0,50.6,2,Siap Digital,0.7545,Kritis
1,2,0,1,12,1,1,3,27,24,63,1,0,69,43,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.76,8.0,52.8,2,Siap Digital,0.7185,Kritis
1,1,0,1,4,1,1,0,27,24,63,1,1,52,95,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.08,12.0,46.2,2,Siap Digital,0.7455,Kritis
1,3,0,1,18,1,1,2,22,24,63,1,1,63,55,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.52,8.0,50.6,2,Siap Digital,0.7545,Kritis
0,1,1,1,11,1,1,3,25,23,71,2,1,86,41,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.5833,11.5,63.0,2,Siap Digital,0.3941,Perhatian
0,1,1,1,9,1,1,1,26,23,71,2,1,63,70,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,53.8,2,Siap Digital,0.5321,Perhatian
0,1,0,1,11,1,2,3,25,23,71,1,1,86,41,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.5833,11.5,63.0,2,Siap Digital,0.4941,Perhatian
0,1,0,1,9,1,2,1,26,23,71,1,1,63,70,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,53.8,2,Siap Digital,0.6321,Kritis
0,1,1,1,11,1,1,3,25,23,71,0,1,86,41,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.5833,11.5,63.0,2,Siap Digital,0.5941,Perhatian
0,1,1,1,9,1,1,1,26,23,71,0,1,63,70,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,53.8,2,Siap Digital,0.7321,Kritis
0,1,0,1,11,1,1,3,25,23,71,0,1,86,41,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.5833,11.5,63.0,2,Siap Digital,0.5941,Perhatian
0,1,0,1,9,1,1,1,26,23,71,0,1,63,70,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,53.8,2,Siap Digital,0.7321,Kritis
0,1,1,1,11,1,1,3,25,23,71,1,1,86,41,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.5833,11.5,63.0,2,Siap Digital,0.4941,Perhatian
0,1,1,1,9,1,1,1,26,23,71,1,1,63,70,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,53.8,2,Siap Digital,0.6321,Kritis
1,1,1,1,4,1,2,0,24,26,68,1,1,59,93,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.1852,13.0,51.0,2,Siap Digital,0.6672,Kritis
1,0,1,1,2,0,2,2,26,26,68,1,1,81,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.0,8.6667,59.8,1,Sebagian,0.6102,Kritis
1,3,1,1,9,0,2,1,20,26,68,1,1,84,77,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.1111,8.6667,61.0,1,Sebagian,0.5922,Perhatian
1,1,0,1,4,1,2,0,24,26,68,2,1,59,93,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.1852,13.0,51.0,2,Siap Digital,0.5672,Perhatian
1,0,0,1,2,0,2,2,26,26,68,2,1,81,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.0,8.6667,59.8,1,Sebagian,0.5102,Perhatian
1,3,0,1,9,0,2,1,20,26,68,2,1,84,77,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.1111,8.6667,61.0,1,Sebagian,0.4922,Perhatian
1,1,0,1,4,1,1,0,24,26,68,1,1,59,93,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.1852,13.0,51.0,2,Siap Digital,0.6672,Kritis
1,0,0,1,2,0,1,2,26,26,68,1,1,81,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.0,8.6667,59.8,1,Sebagian,0.6102,Kritis
1,3,0,1,9,0,1,1,20,26,68,1,1,84,77,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.1111,8.6667,61.0,1,Sebagian,0.5922,Perhatian
1,1,1,1,4,1,0,0,24,26,68,1,1,59,93,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),2.1852,13.0,51.0,2,Siap Digital,0.6672,Kritis
1,0,1,1,2,0,0,2,26,26,68,1,1,81,65,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.0,8.6667,59.8,1,Sebagian,0.6102,Kritis
1,3,1,1,9,0,0,1,20,26,68,1,1,84,77,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.1111,8.6667,61.0,1,Sebagian,0.5922,Perhatian
1,3,1,1,6,1,1,3,19,25,69,1,1,88,43,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3846,8.3333,63.0,2,Siap Digital,0.5645,Perhatian
1,3,1,1,19,0,1,2,26,25,69,1,0,62,61,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.3846,12.5,52.4,1,Sebagian,0.6455,Kritis
1,3,1,1,1,1,1,1,19,25,69,1,0,63,71,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),2.4231,25.0,52.8,2,Siap Digital,0.5645,Perhatian
1,3,1,1,6,1,0,3,19,25,69,2,1,88,43,2,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Cukup Baik (75-90%),3.3846,8.3333,63.0,2,Siap Digital,0.4645,Perhatian
1,3,1,1,19,0,0,2,26,25,69,2,0,62,61,1,Tinggi (20-30 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),2.3846,12.5,52.4,1,Sebagian,0.5455,Perhatian
1,3,1,1,1,1,0,1,19,25,69,2,0,63,71,0,Tinggi (20-30 jam),Rendah (60-75%),,Perlu Perhatian (60-75%),2.4231,25.0,52.8,2,Siap Digital,0.4645,Perhatian
